track_name,track_uri,popularity,duration_ms,album_uri,album_artist_uris,artist_names,artist_uris,available_markets
Lights On,spotify:track:1dMbhY5hzVJVQGIJY6r5FC,25,156121,spotify:album:7dRL1T9Yw89hG6lEc5ZuGJ,"spotify:artist:1jG8sNQCiRuv1Nz1GiFlax, spotify:artist:10V0YVsp2S6F0mGSpD2t0E, spotify:artist:14C0HynGq0YJsXrQAEclN3","Saxity, BoyBoyBoy, Bonny Lauren","spotify:artist:1jG8sNQCiRuv1Nz1GiFlax, spotify:artist:10V0YVsp2S6F0mGSpD2t0E, spotify:artist:14C0HynGq0YJsXrQAEclN3","AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Efsane,spotify:track:1DSsXFsTOIg8juXTEEdbSh,0,143949,spotify:album:2iPLQpnIwffrAXyyrbwuqd,spotify:artist:1GyfNm3xj64IZR4rKnzNti,Şam,spotify:artist:1GyfNm3xj64IZR4rKnzNti,""
The Ability To Observe,spotify:track:1byxoMlJFrajFXXZBwUq3m,19,186032,spotify:album:0M43ax0BIrGlIWe4gSoYto,spotify:artist:5veQV3vFfmMaOm0gTkc1N1,Drishti,spotify:artist:5veQV3vFfmMaOm0gTkc1N1,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Ring My Bells,spotify:track:1boXlVWALXZuKRlClpuA43,53,235186,spotify:album:6nokJTCkg6CVxVeeQEQsZL,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,"AR, AT, BE, BO, BR, BG, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IT, LV, LT, LU, MY, MT, NL, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, XK"
Burlesque de Don Quixotte - Le reveil de Quixotte,spotify:track:1cY2Z10gO9A1OsejY7HIJK,8,143336,spotify:album:6EZcpWGCDxAaXeBTScH2JR,spotify:artist:4yscD4NQlCKXEpUvBV3nj8,Tafelmusik Baroque Orchestra,spotify:artist:4yscD4NQlCKXEpUvBV3nj8,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, MK, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET"
My Favorite Picture Of You,spotify:track:1duzyYYCocGD2JSdCWITS6,1,212466,spotify:album:38aA0H1wIKl4p1lqa6BiDo,spotify:artist:0Ekfvspc0hlcxdfJJVjcnq,Guy Clark,spotify:artist:0Ekfvspc0hlcxdfJJVjcnq,""
Chico mulato,spotify:track:1ciZf1LyzOhifZZ2ZKvIDE,29,241333,spotify:album:357khRK6wFEvsWZzPPTof1,spotify:artist:24mOhYNAetP2UdsczovVQO,Rolando Boldrin,spotify:artist:24mOhYNAetP2UdsczovVQO,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Demain sera meilleur,spotify:track:1bW75jzYfLn2lk3tqG2xFA,24,192440,spotify:album:52frjdJ4mvhb132sTdAGX8,spotify:artist:7zEvemWd0At54LjzE5SQnl,Dorely,spotify:artist:7zEvemWd0At54LjzE5SQnl,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Over,spotify:track:1DOgkaR5Gqa8JtPEIbQORC,59,205275,spotify:album:5AnJbiMebwoHI7mwgbhv2H,spotify:artist:5Vuvs6Py2JRU7WiFDVsI7J,Lucky Daye,spotify:artist:5Vuvs6Py2JRU7WiFDVsI7J,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Drifter,spotify:track:1DehtVbbTjUQjxGaXd5PnH,52,210307,spotify:album:6cbYPzA3cmYlQD0JqsOjEQ,spotify:artist:4dM6NDYSfLcspt8GLoT5aE,Hippie Sabotage,spotify:artist:4dM6NDYSfLcspt8GLoT5aE,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Scarborough Fair,spotify:track:1DlmmmP7zOPGDI8VrzS90k,19,158173,spotify:album:0aO1hwEpSPwdfihADzxMji,spotify:artist:59PMoeYMK4U67YYzVWZGoi,Michael Silverman,spotify:artist:59PMoeYMK4U67YYzVWZGoi,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Empire (Let Them Sing),spotify:track:1DbdQp5dwuawBGmxSHw6Fr,58,225693,spotify:album:6IYPmM3xsOPL2XPSvf1ZAz,spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Mystery,spotify:track:1ChpFyQ81BYECAbb9zzcGF,16,247840,spotify:album:5iGGHaRS9W9FJCnEdWGjfF,spotify:artist:6cLEWhEKQl6nAvgr60M7zC,Beth Orton,spotify:artist:6cLEWhEKQl6nAvgr60M7zC,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Damage Done,spotify:track:1dGJfhftnJRYmC8xolKI6v,7,174266,spotify:album:1QgMwxUPs0zNZmbp2hE08U,spotify:artist:4NfSqwWc96WkRxN1LeFXGx,Fake Names,spotify:artist:4NfSqwWc96WkRxN1LeFXGx,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Set The Roof,spotify:track:1d48PIor7EhnIwv8TgTfIO,0,205413,spotify:album:1sJXGH12mSf3nwbY0ORDls,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,"Rae Sremmurd, Lil Jon","spotify:artist:7iZtZyCzp3LItcw1wtPI3D, spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK",""
Love Will Lead You Back,spotify:track:1cll9UPFXdFg8DHjdpaxWJ,0,298106,spotify:album:4XlTdN9YTUaL2A699Ld3zT,spotify:artist:2vTbuBRo7ACOZ3JsCnaL7S,Kyla,spotify:artist:2vTbuBRo7ACOZ3JsCnaL7S,""
Ready for More,spotify:track:1dXedVdnsXLErIpSB3Pb2C,0,363025,spotify:album:3a8SSgvej0w21BKI5xp2TJ,spotify:artist:4XGTJqsUg5WSOtUYC7sWmW,"Arman, Starving Yet Full","spotify:artist:4XGTJqsUg5WSOtUYC7sWmW, spotify:artist:49ukBTxilLygQEjsB6Gd1a",""
Äppelbo gånglåt,spotify:track:1ddbMeO3tbwhFObMx90ttA,0,102306,spotify:album:21VcbWj3Wn1LoBeRsZQKAQ,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Dalarnas Spelmansförbund,spotify:artist:0bCJaQsDqAHLE1S6jzHNAJ,""
Polkas: Dennis Murphy's Polka; The 42 Pound Cheque,spotify:track:1c4Ay29d4UYUXJhCHZV8y9,0,186600,spotify:album:6BgV4ZBGE3kkQi1ZiI5zVj,spotify:artist:15EMC4BhBrkCPwIxCfuY9c,Planxty,spotify:artist:15EMC4BhBrkCPwIxCfuY9c,""
Nights,spotify:track:1cTmnQaQ1eEHaFIPQeRmNJ,0,350492,spotify:album:0pzB0REmCrqKpXEQZc2Mnr,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Xpressive Records,spotify:artist:5ifcizhnEOtK4uiGzLPVKm,""
Uncharted,spotify:track:1cnSTD38cuS2rV0Xk01FAt,0,152782,spotify:album:3ROr8htOiQkOpuefZRLWmb,spotify:artist:4NH2deLFDDB0YeV3PNLjWQ,32Stitches,spotify:artist:4NH2deLFDDB0YeV3PNLjWQ,""
The World We Knew,spotify:track:1cxZ8zEBqfyiKnZ3Fa66LA,0,202413,spotify:album:4Zep04ABFzwflbHubwiHSV,spotify:artist:5ePoj0TG6ERzmCUb6DcJOS,Adriangale,spotify:artist:5ePoj0TG6ERzmCUb6DcJOS,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Take Me,spotify:track:1By1ldFnEnvZI47HEeTHk5,49,154250,spotify:album:4ZTsEtIrFPFXGo6eXt06Zk,spotify:artist:1DKPQBaKEzmQzWG1GwJoXT,Phil Fuldner,spotify:artist:1DKPQBaKEzmQzWG1GwJoXT,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
New God Flow,spotify:track:1DbeslBYnckTqqTcc1Y2Tg,47,294906,spotify:album:3gFzpNzh1Kb48CwztWkeLu,"spotify:artist:0ONHkAv9pCAFxb0zJwDNTy, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","Pusha T, Kanye West","spotify:artist:0ONHkAv9pCAFxb0zJwDNTy, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, US, GB, ID, JP, TH, VN, RO, IL, ZA, IN, BY, UA, BA, HR, ME, MK, RS, SI, KR, BD, LK, GH, KE, NG, TZ, UG, BW, BF, CW, FJ, GM, GW, LS, LR, MW, MV, ML, NA, NE, PG, SN, SC, SL, TL, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, LA, MO, MN, RW, TG, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, VE, XK"
Remember Me,spotify:track:1DWUuD524YMW5HnKib3wBw,26,198360,spotify:album:0EAvEtr7fMd70XgVnKYW0j,spotify:artist:2qV7axHq9Jk7QqFcB3f05A,The Zutons,spotify:artist:2qV7axHq9Jk7QqFcB3f05A,"AR, AU, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
Cicatrizes,spotify:track:1cHIMrCWPWCAgnFeG7URQp,34,215343,spotify:album:11wqz4WKKxY68CDLihmEwl,spotify:artist:0V3UPrVVcCxIxQU43xYDxC,Daniela Araújo,spotify:artist:0V3UPrVVcCxIxQU43xYDxC,"AR, AU, AT, BE, BO, BR, BG, CA, CL, CO, CR, CY, CZ, DK, DO, DE, EC, EE, SV, FI, FR, GR, GT, HN, HK, HU, IS, IE, IT, LV, LT, LU, MY, MT, MX, NL, NZ, NI, NO, PA, PY, PE, PH, PL, PT, SG, SK, ES, SE, CH, TW, TR, UY, US, GB, AD, LI, MC, ID, JP, TH, VN, RO, IL, ZA, SA, AE, BH, QA, OM, KW, EG, MA, DZ, TN, LB, JO, PS, IN, BY, KZ, MD, UA, AL, BA, HR, ME, MK, RS, SI, KR, BD, PK, LK, GH, KE, NG, TZ, UG, AG, AM, BS, BB, BZ, BT, BW, BF, CV, CW, DM, FJ, GM, GE, GD, GW, GY, HT, JM, KI, LS, LR, MW, MV, ML, MH, FM, NA, NR, NE, PW, PG, PR, WS, SM, ST, SN, SC, SL, SB, KN, LC, VC, SR, TL, TO, TT, TV, VU, AZ, BN, BI, KH, CM, TD, KM, GQ, SZ, GA, GN, KG, LA, MO, MR, MN, NP, RW, TG, UZ, ZW, BJ, MG, MU, MZ, AO, CI, DJ, ZM, CD, CG, IQ, LY, TJ, VE, ET, XK"
